game_id,player_id,model_name,role,team,outcome,won,num_turns
85946,2,openai/gpt-oss-120b,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
85955,1,openai/gpt-4.1-nano,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,5
86035,3,qwen/qwen-2.5-7b-instruct,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
86045,2,openai/gpt-4.1-nano,Doctor,Village,All Mafia were eliminated. Village wins!,True,5
86051,4,openai/gpt-oss-120b,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,3
86058,4,openai/gpt-4.1-nano,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,1
86064,0,openai/gpt-oss-120b,Villager,Village,All Mafia were eliminated. Village wins!,True,4
86073,0,openai/gpt-oss-120b,Detective,Village,All Mafia were eliminated. Village wins!,True,5
86079,5,DualAgent_Werewolf_Performance_Test,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,5
86079,0,openai/gpt-oss-120b,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
86079,3,moonshotai/kimi-k2,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
86080,3,meta-llama/llama-4-maverick,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,9
86086,3,meta-llama/llama-4-maverick,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,3
86094,1,meta-llama/llama-4-maverick,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,6
86094,3,qwen/qwen-2.5-7b-instruct,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,7
86095,5,openai/gpt-4.1-nano,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,5
86112,5,Shocklab_Agent_v3,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,5
86156,1,google/gemini-2.0-flash-001,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,6
86211,5,openai/gpt-oss-120b,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,1
86230,1,qwen/qwen-turbo,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,10
86231,5,openai/gpt-4.1-nano,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,6
86233,4,openai/gpt-oss-120b,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
86233,3,google/gemini-2.0-flash-lite-001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
86267,1,RLGame-RL-v1,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
86273,2,moonshotai/kimi-k2,Detective,Village,All Mafia were eliminated. Village wins!,True,1
86275,0,meta-llama/llama-4-maverick,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
86277,3,RLGame-RL-v1,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,10
86283,4,google/gemini-2.0-flash-001,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
86285,4,google/gemini-2.0-flash-001,Doctor,Village,All Mafia were eliminated. Village wins!,True,6
86288,2,moonshotai/kimi-k2,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,1
86293,4,openai/gpt-4.1-nano,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,1
86293,2,qwen/qwen-2.5-7b-instruct,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,2
86293,3,meta-llama/llama-4-maverick,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,1
86338,5,qwen/qwen-turbo,Villager,Village,All Mafia were eliminated. Village wins!,True,8
86338,3,openai/gpt-4.1-nano,Doctor,Village,All Mafia were eliminated. Village wins!,True,1
86339,5,openai/gpt-oss-120b,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
86341,4,qwen/qwen-turbo,Villager,Village,All Mafia were eliminated. Village wins!,True,4
86342,4,moonshotai/kimi-k2,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,5
86350,1,moonshotai/kimi-k2,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
86353,5,DualAgent_Werewolf_Performance_Test,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,6
86353,3,qwen/qwen-turbo,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
87413,0,RLGame-M-P-01,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,4
87415,0,openai/gpt-oss-120b,Villager,Village,All Mafia were eliminated. Village wins!,True,12
87418,2,RLGame-M-P-01,Villager,Village,All Mafia were eliminated. Village wins!,True,8
87420,1,meta-llama/llama-4-maverick,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,6
87423,2,google/gemini-2.0-flash-lite-001,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,10
87423,1,openai/gpt-oss-120b,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
87425,4,openai/gpt-oss-120b,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
87431,5,meta-llama/llama-4-maverick,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
87435,4,openai/gpt-oss-120b,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,5
87435,5,RLGame-M-P-01,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
87445,4,google/gemini-2.0-flash-001,Doctor,Village,All Mafia were eliminated. Village wins!,True,6
87448,5,google/gemini-2.0-flash-lite-001,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,5
87448,2,google/gemini-2.0-flash-001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,9
87467,5,meta-llama/llama-4-maverick,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
87467,4,google/gemini-2.0-flash-001,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,4
87469,1,RLGame-M-P-01,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
87505,4,RLGame-M-P-01,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,4
87507,5,openai/gpt-oss-120b,Doctor,Village,All Mafia were eliminated. Village wins!,True,4
87507,2,meta-llama/llama-4-maverick,Villager,Village,All Mafia were eliminated. Village wins!,True,5
87676,0,External,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,7
87676,2,qwen/qwen-2.5-7b-instruct,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,6
87688,2,qwen/qwen-2.5-7b-instruct,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,13
87691,2,RLGame-RB-v1,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
87697,0,google/gemini-2.0-flash-lite-001,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,6
87705,0,qwen/qwen-turbo,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,6
87730,0,moonshotai/kimi-k2,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,8
87734,2,RLGame-RB-v1,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,8
87742,3,meta-llama/llama-4-maverick,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,1
87742,5,google/gemini-2.0-flash-lite-001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
87770,5,google/gemini-2.0-flash-lite-001,Villager,Village,All Mafia were eliminated. Village wins!,True,8
87771,4,hehe005/qwen-8b,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
87771,5,qwen/qwen-2.5-7b-instruct,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,12
87780,5,moonshotai/kimi-k2,Villager,Village,All Mafia were eliminated. Village wins!,True,4
87792,5,hehe005/qwen-8b,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,10
87812,1,qwen/qwen-turbo,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
87813,5,openai/gpt-4.1-nano,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,5
87906,2,openai/gpt-4.1-nano,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
87970,4,google/gemini-2.0-flash-001,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,5
88023,0,google/gemini-2.0-flash-001,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
88033,0,google/gemini-2.0-flash-001,Villager,Village,All Mafia were eliminated. Village wins!,True,5
88035,3,moonshotai/kimi-k2,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,5
88058,5,openai/gpt-4.1-nano,Doctor,Village,All Mafia were eliminated. Village wins!,True,1
88066,0,qwen/qwen-turbo,Detective,Village,All Mafia were eliminated. Village wins!,True,2
88088,3,openai/gpt-4.1-nano,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,5
88088,2,qwen/qwen-turbo,Detective,Village,All Mafia were eliminated. Village wins!,True,6
88088,1,openai/gpt-oss-120b,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,6
88088,0,moonshotai/kimi-k2,Doctor,Village,All Mafia were eliminated. Village wins!,True,6
88128,3,moonshotai/kimi-k2,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,6
88138,4,RLGame-ts-v1,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
88146,1,RLGame-ts-v1,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,1
88151,1,RLGame-ts-v1,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,1
88161,0,moonshotai/kimi-k2,Detective,Village,All Mafia were eliminated. Village wins!,True,5
88166,0,hehe006/qwen-8b,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,4
88171,2,meta-llama/llama-4-maverick,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,5
88175,2,google/gemini-2.0-flash-001,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,1
88179,2,google/gemini-2.0-flash-001,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,4
88188,4,qwen/qwen-2.5-7b-instruct,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,2
88193,4,google/gemini-2.0-flash-lite-001,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,12
88193,3,moonshotai/kimi-k2,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
88197,1,openai/gpt-oss-120b,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,15
88265,5,google/gemini-2.0-flash-001,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,1
88342,4,openai/gpt-4.1-nano,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,1
88361,2,google/gemini-2.0-flash-lite-001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
90022,4,openai/gpt-oss-120b,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,10
90022,3,google/gemini-2.0-flash-001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,8
90274,3,openai/gpt-4.1-nano,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,6
90278,2,moonshotai/kimi-k2,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,10
90285,3,google/gemini-2.0-flash-001,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,4
90330,1,openai/gpt-oss-120b,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
90457,2,google/gemini-2.0-flash-001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
90569,2,openai/gpt-4.1-nano,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,5
90632,1,tungsten_001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
90635,0,openai/gpt-4.1-nano,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,13
90635,5,google/gemini-2.0-flash-001,Detective,Village,All Mafia were eliminated. Village wins!,True,10
90872,1,openai/gpt-oss-120b,Villager,Village,All Mafia were eliminated. Village wins!,True,4
90876,0,meta-llama/llama-4-maverick,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,1
90936,2,qwen/qwen-turbo,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
90994,5,moonshotai/kimi-k2,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
91009,5,google/gemini-2.0-flash-001,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,6
91013,5,google/gemini-2.0-flash-001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,5
91230,1,openai/gpt-4.1-nano,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,1
91295,0,meta-llama/llama-4-maverick,Detective,Village,All Mafia were eliminated. Village wins!,True,5
91297,0,moonshotai/kimi-k2,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,4
91298,1,moonshotai/kimi-k2,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,4
91299,2,qwen/qwen-turbo,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,5
91300,2,meta-llama/llama-4-maverick,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,1
91314,2,moonshotai/kimi-k2,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
91315,2,google/gemini-2.0-flash-lite-001,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,11
91321,2,moonshotai/kimi-k2,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,5
91324,2,qwen/qwen-turbo,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,11
91340,5,openai/gpt-4.1-nano,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,5
91423,1,RLGame-M-P-02,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,4
91426,3,openai/gpt-4.1-nano,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,6
91426,4,google/gemini-2.0-flash-001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,5
91501,4,google/gemini-2.0-flash-001,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,1
91503,0,meta-llama/llama-4-maverick,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,1
91528,5,google/gemini-2.0-flash-001,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,1
91528,1,google/gemini-2.0-flash-lite-001,Doctor,Village,All Mafia were eliminated. Village wins!,True,7
91544,5,qwen/qwen-turbo,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
91544,2,RLGame-M-P-02,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,5
91575,1,RLGame-M-P-02,Doctor,Village,All Mafia were eliminated. Village wins!,True,1
91589,2,qwen/qwen-2.5-7b-instruct,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
91597,3,openai/gpt-4.1-nano,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,1
91610,0,qwen/qwen-turbo,Villager,Village,All Mafia were eliminated. Village wins!,True,4
91631,0,meta-llama/llama-4-maverick,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
91674,2,google/gemini-2.0-flash-lite-001,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,5
91677,2,google/gemini-2.0-flash-001,Doctor,Village,All Mafia were eliminated. Village wins!,True,4
91692,2,google/gemini-2.0-flash-001,Villager,Village,All Mafia were eliminated. Village wins!,True,4
91692,1,qwen/qwen-2.5-7b-instruct,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,2
91703,4,openai/gpt-4.1-nano,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,11
91728,0,RLGame-M-P-02,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,5
91766,1,openai/gpt-4.1-nano,Detective,Village,All Mafia were eliminated. Village wins!,True,1
91766,5,RLGame-M-P-02,Doctor,Village,All Mafia were eliminated. Village wins!,True,6
91773,1,RLGame-M-P-02,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
91783,3,openai/gpt-4.1-nano,Villager,Village,All Mafia were eliminated. Village wins!,True,5
91786,1,openai/gpt-4.1-nano,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,6
91786,4,moonshotai/kimi-k2,Villager,Village,All Mafia were eliminated. Village wins!,True,8
91792,2,openai/gpt-4.1-nano,Villager,Village,All Mafia were eliminated. Village wins!,True,8
91794,0,google/gemini-2.0-flash-lite-001,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
91804,4,google/gemini-2.0-flash-lite-001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
91812,5,RLGame-M-P-02,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,5
91823,2,meta-llama/llama-4-maverick,Doctor,Village,All Mafia were eliminated. Village wins!,True,7
91841,4,RLGame-M-P-02,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,1
91843,5,meta-llama/llama-4-maverick,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,8
91856,5,moonshotai/kimi-k2,Villager,Village,All Mafia were eliminated. Village wins!,True,4
91870,3,qwen/qwen-turbo,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
91978,1,openai/gpt-4.1-nano,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,5
92039,4,meta-llama/llama-4-maverick,Doctor,Village,All Mafia were eliminated. Village wins!,True,7
92045,3,openai/gpt-oss-120b,Villager,Village,All Mafia were eliminated. Village wins!,True,4
92055,3,moonshotai/kimi-k2,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,6
92078,5,meta-llama/llama-4-maverick,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,6
92078,4,google/gemini-2.0-flash-lite-001,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,1
92080,3,google/gemini-2.0-flash-lite-001,Doctor,Village,All Mafia were eliminated. Village wins!,True,5
92087,0,RLGame-M-P-02,Doctor,Village,All Mafia were eliminated. Village wins!,True,5
92299,3,google/gemini-2.0-flash-lite-001,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,6
92367,3,qwen/qwen-2.5-7b-instruct,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,11
92449,2,openai/gpt-oss-120b,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
92852,3,google/gemini-2.0-flash-001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
92852,1,openai/gpt-oss-120b,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,6
92861,2,google/gemini-2.0-flash-lite-001,Villager,Village,All Mafia were eliminated. Village wins!,True,4
92861,5,qwen/qwen-2.5-7b-instruct,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,5
92883,4,meta-llama/llama-4-maverick,Detective,Village,All Mafia were eliminated. Village wins!,True,1
92900,1,qwen/qwen-2.5-7b-instruct,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
92905,5,PsychSkull-5 LLM agent - Track 1,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,5
92925,5,openai/gpt-4.1-nano,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,8
92940,0,qwen/qwen-2.5-7b-instruct,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,6
92943,3,openai/gpt-4.1-nano,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,1
92944,0,openai/gpt-4.1-nano,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,1
92944,5,meta-llama/llama-4-maverick,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,1
92962,4,moonshotai/kimi-k2,Villager,Village,All Mafia were eliminated. Village wins!,True,4
92968,5,moonshotai/kimi-k2,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,1
92974,4,google/gemini-2.0-flash-001,Villager,Village,All Mafia were eliminated. Village wins!,True,4
92975,0,GPT_LLM_TEST,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
92975,5,meta-llama/llama-4-maverick,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,5
93249,1,qwen/qwen-turbo,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,5
93270,0,qwen/qwen-2.5-7b-instruct,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,6
93270,4,moonshotai/kimi-k2,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,10
93278,5,qwen/qwen-2.5-7b-instruct,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,2
93296,3,tungsten_007s,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,6
93302,2,qwen/qwen-2.5-7b-instruct,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,8
93305,5,qwen/qwen-turbo,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
93305,1,meta-llama/llama-4-maverick,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,5
93339,0,openai/gpt-oss-120b,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,10
93367,0,openai/gpt-oss-120b,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,3
93367,5,google/gemini-2.0-flash-lite-001,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
93395,5,meta-llama/llama-4-maverick,Doctor,Village,All Mafia were eliminated. Village wins!,True,6
93846,4,google/gemini-2.0-flash-lite-001,Doctor,Village,All Mafia were eliminated. Village wins!,True,8
94036,0,ZeroR-SecretMafia-Efficient,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,8
94069,5,qwen/qwen-turbo,Detective,Village,All Mafia were eliminated. Village wins!,True,6
94089,4,qwen/qwen-turbo,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,1
94105,4,google/gemini-2.0-flash-lite-001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
94141,0,openai/gpt-oss-120b,Villager,Village,All Mafia were eliminated. Village wins!,True,8
94239,1,google/gemini-2.0-flash-lite-001,Villager,Village,All Mafia were eliminated. Village wins!,True,4
94239,4,google/gemini-2.0-flash-001,Detective,Village,All Mafia were eliminated. Village wins!,True,5
94314,5,qwen/qwen-turbo,Villager,Village,All Mafia were eliminated. Village wins!,True,4
94314,4,openai/gpt-oss-120b,Doctor,Village,All Mafia were eliminated. Village wins!,True,5
94416,0,openai/gpt-4.1-nano,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,4
94416,2,qwen/qwen-turbo,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,5
94442,0,Qwen2.5_7B_SecretMafia_SFT,Villager,Village,All Mafia were eliminated. Village wins!,True,4
94454,3,openai/gpt-oss-120b,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,3
94454,1,Qwen2.5_7B_SecretMafia_SFT,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,3
94495,4,google/gemini-2.0-flash-001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
94500,2,openai/gpt-4.1-nano,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,5
94514,4,qwen/qwen-2.5-7b-instruct,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,6
94553,5,moonshotai/kimi-k2,Detective,Village,All Mafia were eliminated. Village wins!,True,10
94556,2,openai/gpt-oss-120b,Doctor,Village,All Mafia were eliminated. Village wins!,True,1
94560,2,google/gemini-2.0-flash-001,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
94806,0,moonshotai/kimi-k2,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
94847,1,GPT5_Alpha_Leader_v7,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
94852,4,meta-llama/llama-4-maverick,Detective,Village,All Mafia were eliminated. Village wins!,True,10
94873,4,google/gemini-2.0-flash-001,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,5
94890,0,google/gemini-2.0-flash-lite-001,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,7
95202,5,moonshotai/kimi-k2,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,10
95213,1,Vito-1.1,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,2
95218,5,google/gemini-2.0-flash-lite-001,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,1
95326,2,qwen/qwen-turbo,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,1
95326,0,Vito-1.2,Villager,Village,All Mafia were eliminated. Village wins!,True,5
95416,0,qwen/qwen-2.5-7b-instruct,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
95527,3,openai/gpt-oss-120b,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,5
95588,0,qwen/qwen-2.5-7b-instruct,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,6
95596,3,google/gemini-2.0-flash-lite-001,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,7
95644,5,qwen/qwen-turbo,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,5
95672,3,Lossfunk v0.03,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
95704,5,Vito-7,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,15
95736,1,qwen/qwen-2.5-7b-instruct,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
95775,4,openai/gpt-oss-120b,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,5
95775,3,meta-llama/llama-4-maverick,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
95781,5,openai/gpt-oss-120b,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,5
95805,0,google/gemini-2.0-flash-001,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,5
95855,4,qwen/qwen-turbo,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
95865,0,google/gemini-2.0-flash-001,Villager,Village,All Mafia were eliminated. Village wins!,True,12
95871,2,google/gemini-2.0-flash-001,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
95889,2,moonshotai/kimi-k2,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,6
96112,2,qwen/qwen-turbo,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
96112,0,openai/gpt-oss-120b,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
96120,1,openai/gpt-4.1-nano,Mafia,Mafia,All Mafia were eliminated. Village wins!,False,10
96194,2,openai/gpt-oss-120b,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,6
96235,3,moonshotai/kimi-k2,Doctor,Village,All Mafia were eliminated. Village wins!,True,12
96273,2,Vito-7,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,5
96275,2,openai/gpt-4.1-nano,Villager,Village,All Mafia were eliminated. Village wins!,True,3
96275,3,meta-llama/llama-4-maverick,Detective,Village,All Mafia were eliminated. Village wins!,True,6
96283,1,google/gemini-2.0-flash-lite-001,Detective,Village,All Mafia were eliminated. Village wins!,True,4
96379,4,qwen/qwen-2.5-7b-instruct,Villager,Village,All Mafia were eliminated. Village wins!,True,4
96385,5,moonshotai/kimi-k2,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
96399,4,moonshotai/kimi-k2,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,1
96420,1,meta-llama/llama-4-maverick,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,5
96428,3,Vito-7,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,4
96627,0,moonshotai/kimi-k2,Detective,Village,Mafia reached parity with villagers. Mafia wins!,False,6
96630,1,google/gemini-2.0-flash-lite-001,Doctor,Village,Mafia reached parity with villagers. Mafia wins!,False,1
96809,0,openai/gpt-oss-120b,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,5
96815,0,openai/gpt-oss-120b,Villager,Village,Mafia reached parity with villagers. Mafia wins!,False,4
96815,5,google/gemini-2.0-flash-lite-001,Mafia,Mafia,Mafia reached parity with villagers. Mafia wins!,True,6
